Species	Symbol	Gene_ID
Arabidopsis_thaliana	GATA24	AT3G21175
Arabidopsis_thaliana	ADOF2	AT3G21270
Arabidopsis_thaliana	CPD45	AT3G22170
Arabidopsis_thaliana	CPD45	AT3G22170
Arabidopsis_thaliana	SOL1	AT3G22760
Arabidopsis_thaliana	ATTSO1	AT3G22780
Arabidopsis_thaliana	AT-HSFA6B	AT3G22830
Arabidopsis_thaliana	bHLH34	AT3G23210
Arabidopsis_thaliana	CIL2	AT3G23690
Arabidopsis_thaliana	GATA1	AT3G24050
Arabidopsis_thaliana	FMA	AT3G24140
Arabidopsis_thaliana	AT-HSFC1	AT3G24520
Arabidopsis_thaliana	AST1	AT3G24860
Arabidopsis_thaliana	ATAIG1	AT3G25710
Arabidopsis_thaliana	LBD23	AT3G26620
Arabidopsis_thaliana	LBD24	AT3G26660
Arabidopsis_thaliana	ATICE1	AT3G26744
Arabidopsis_thaliana	ATICE1	AT3G26744
Arabidopsis_thaliana	ATICE1	AT3G26744
Arabidopsis_thaliana	AT-TCP20	AT3G27010
Arabidopsis_thaliana	LBD25	AT3G27650
Arabidopsis_thaliana	LBD26	AT3G27940
Arabidopsis_thaliana	PRE5	AT3G28857
Arabidopsis_thaliana	MIF2	AT3G28917
Arabidopsis_thaliana	AtHB34	AT3G28920
Arabidopsis_thaliana	ANAC059	AT3G29035
Arabidopsis_thaliana	ATBZIP42	AT3G30530
Arabidopsis_thaliana	ANAC060	AT3G44290
Arabidopsis_thaliana	anac061	AT3G44350
Arabidopsis_thaliana	anac061	AT3G44350
Arabidopsis_thaliana	AtbZIP67	AT3G44460
Arabidopsis_thaliana	TCP16	AT3G45150
Arabidopsis_thaliana	GATA14	AT3G45170
Arabidopsis_thaliana	DOF6	AT3G45610
Arabidopsis_thaliana	CDF3	AT3G47500
Arabidopsis_thaliana	AtTCP14	AT3G47620
Arabidopsis_thaliana	PYE	AT3G47640
Arabidopsis_thaliana	PYE	AT3G47640
Arabidopsis_thaliana	PYE	AT3G47640
Arabidopsis_thaliana	BHLH161	AT3G47710
Arabidopsis_thaliana	ASL29	AT3G47870
Arabidopsis_thaliana	DEL1	AT3G48160
Arabidopsis_thaliana	DEL1	AT3G48160
Arabidopsis_thaliana	ATHAP5A	AT3G48590
Arabidopsis_thaliana	ANAC062	AT3G49530
Arabidopsis_thaliana	AtbZIP5	AT3G49760
Arabidopsis_thaliana	LBD38	AT3G49940
Arabidopsis_thaliana	HEC2	AT3G50330
Arabidopsis_thaliana	DOF3.4	AT3G50410
Arabidopsis_thaliana	LBD28	AT3G50510
Arabidopsis_thaliana	BEH1	AT3G50750
Arabidopsis_thaliana	AtGATA18	AT3G50870
Arabidopsis_thaliana	AtHB28	AT3G50890
Arabidopsis_thaliana	AtSTY1	AT3G51060
Arabidopsis_thaliana	GATA6	AT3G51080
Arabidopsis_thaliana	AT-HSFA7A	AT3G51910
Arabidopsis_thaliana	ATBZIP24	AT3G51960
Arabidopsis_thaliana	ATBZIP24	AT3G51960
Arabidopsis_thaliana	NF-YB10	AT3G53340
Arabidopsis_thaliana	SCR	AT3G54220
Arabidopsis_thaliana	SRS6	AT3G54430
Arabidopsis_thaliana	ATBZIP25	AT3G54620
Arabidopsis_thaliana	ATBZIP25	AT3G54620
Arabidopsis_thaliana	ATBZIP25	AT3G54620
Arabidopsis_thaliana	BME3	AT3G54810
Arabidopsis_thaliana	BME3	AT3G54810
Arabidopsis_thaliana	anac063	AT3G55210
Arabidopsis_thaliana	OBP3	AT3G55370
Arabidopsis_thaliana	OBP3	AT3G55370
Arabidopsis_thaliana	OBP3	AT3G55370
Arabidopsis_thaliana	ATWRKY70	AT3G56400
Arabidopsis_thaliana	anac064	AT3G56530
Arabidopsis_thaliana	anac065	AT3G56560
Arabidopsis_thaliana	BZIP49	AT3G56660
Arabidopsis_thaliana	AREB3	AT3G56850
Arabidopsis_thaliana	BHLH038	AT3G56970
Arabidopsis_thaliana	BHLH039	AT3G56980
Arabidopsis_thaliana	bHLH60	AT3G57800
Arabidopsis_thaliana	bHLH60	AT3G57800
Arabidopsis_thaliana	SPL15	AT3G57920
Arabidopsis_thaliana	ATBZIP61	AT3G58120
Arabidopsis_thaliana	ASL16	AT3G58190
Arabidopsis_thaliana	ABT4	AT3G58710
Arabidopsis_thaliana	ABT4	AT3G58710
Arabidopsis_thaliana	A-PUT2	AT3G59060
Arabidopsis_thaliana	A-PUT2	AT3G59060
Arabidopsis_thaliana	A-PUT2	AT3G59060
Arabidopsis_thaliana	A-PUT2	AT3G59060
Arabidopsis_thaliana	FRF1	AT3G59470
Arabidopsis_thaliana	FRF1	AT3G59470
Arabidopsis_thaliana	NLP9	AT3G59580
Arabidopsis_thaliana	NLP9	AT3G59580
Arabidopsis_thaliana	SPL12	AT3G60030
Arabidopsis_thaliana	GATA4	AT3G60530
Arabidopsis_thaliana	ATHAM2	AT3G60630
Arabidopsis_thaliana	DAG1	AT3G61850
Arabidopsis_thaliana	DAG1	AT3G61850
Arabidopsis_thaliana	DAG1	AT3G61850
Arabidopsis_thaliana	DAG1	AT3G61850
Arabidopsis_thaliana	ANAC066	AT3G61910
Arabidopsis_thaliana	MYC67	AT3G61950
Arabidopsis_thaliana	MYC67	AT3G61950
Arabidopsis_thaliana	PIF6	AT3G62090
Arabidopsis_thaliana	PIF6	AT3G62090
Arabidopsis_thaliana	AtWRKY68	AT3G62340
Arabidopsis_thaliana	ATBZIP53	AT3G62420
Arabidopsis_thaliana	AT-HSFA7B	AT3G63350
Arabidopsis_thaliana	PIF8	AT4G00050
Arabidopsis_thaliana	EDA33	AT4G00120
Arabidopsis_thaliana	ATHAM3	AT4G00150
Arabidopsis_thaliana	YAB3	AT4G00180
Arabidopsis_thaliana	YAB3	AT4G00180
Arabidopsis_thaliana	LBD31	AT4G00210
Arabidopsis_thaliana	ASL19	AT4G00220
Arabidopsis_thaliana	AtSTKL1	AT4G00238
Arabidopsis_thaliana	AtSTKL2	AT4G00250
Arabidopsis_thaliana	GeBP	AT4G00270
Arabidopsis_thaliana	ATMYC1	AT4G00480
Arabidopsis_thaliana	ATMYC1	AT4G00480
Arabidopsis_thaliana	bHLH014	AT4G00870
Arabidopsis_thaliana	AtDOF4.1	AT4G00940
Arabidopsis_thaliana	ATBZIP54	AT4G01120
Arabidopsis_thaliana	AtWRKY22	AT4G01250
Arabidopsis_thaliana	anac067	AT4G01520
Arabidopsis_thaliana	ANAC068	AT4G01540
Arabidopsis_thaliana	ANAC068	AT4G01540
Arabidopsis_thaliana	ANAC069	AT4G01550
Arabidopsis_thaliana	AtWRKY47	AT4G01720
Arabidopsis_thaliana	bHLH059	AT4G02590
Arabidopsis_thaliana	bHLH059	AT4G02590
Arabidopsis_thaliana	bHLH059	AT4G02590
Arabidopsis_thaliana	ATBZIP10	AT4G02640
Arabidopsis_thaliana	ATBZIP10	AT4G02640
Arabidopsis_thaliana	AtWRKY42	AT4G04450
Arabidopsis_thaliana	FBH2	AT4G09180
Arabidopsis_thaliana	AtTT8	AT4G09820
Arabidopsis_thaliana	ANAC070	AT4G10350
Arabidopsis_thaliana	AtWRKY41	AT4G11070
Arabidopsis_thaliana	AtWRKY41	AT4G11070
Arabidopsis_thaliana	AT-HSFB2B	AT4G11660
Arabidopsis_thaliana	ATWRKY19	AT4G12020
Arabidopsis_thaliana	ATWRKY19	AT4G12020
Arabidopsis_thaliana	ATWRKY19	AT4G12020
Arabidopsis_thaliana	FRF3	AT4G12850
Arabidopsis_thaliana	FRF3	AT4G12850
Arabidopsis_thaliana	AT-HSFA5	AT4G13980
Arabidopsis_thaliana	bHLH104	AT4G14410
Arabidopsis_thaliana	bHLH104	AT4G14410
Arabidopsis_thaliana	NF-YB3	AT4G14540
Arabidopsis_thaliana	ATTCX2	AT4G14770
Arabidopsis_thaliana	FAR1	AT4G15090
Arabidopsis_thaliana	AtGATA17L	AT4G16141
Arabidopsis_thaliana	CAMTA5	AT4G16150
Arabidopsis_thaliana	bHLH003	AT4G16430
Arabidopsis_thaliana	SCL13	AT4G17230
Arabidopsis_thaliana	GATA26	AT4G17570
Arabidopsis_thaliana	GATA26	AT4G17570
Arabidopsis_thaliana	GATA26	AT4G17570
Arabidopsis_thaliana	ATHSF1	AT4G17750
Arabidopsis_thaliana	MYC4	AT4G17880
Arabidopsis_thaliana	anac071	AT4G17980
Arabidopsis_thaliana	ATWRKY28	AT4G18170
Arabidopsis_thaliana	TCP2	AT4G18390
Arabidopsis_thaliana	TCP2	AT4G18390
Arabidopsis_thaliana	AT-HSFA4A	AT4G18880
Arabidopsis_thaliana	BEH3	AT4G18890
Arabidopsis_thaliana	FRS1	AT4G19990
Arabidopsis_thaliana	FRS1	AT4G19990
Arabidopsis_thaliana	ATDOF4.2	AT4G21030
Arabidopsis_thaliana	AtDOF4.3	AT4G21040
Arabidopsis_thaliana	AtDOF4.4	AT4G21050
Arabidopsis_thaliana	AtDOF4.5	AT4G21080
Arabidopsis_thaliana	DYT1	AT4G21330
Arabidopsis_thaliana	B70	AT4G21340
Arabidopsis_thaliana	ATWRKY31	AT4G22070
Arabidopsis_thaliana	LBD32	AT4G22700
Arabidopsis_thaliana	ATWRKY29	AT4G23550
Arabidopsis_thaliana	ATWRKY53	AT4G23810
Arabidopsis_thaliana	NLP7	AT4G24020
Arabidopsis_thaliana	Dof4.6	AT4G24060
Arabidopsis_thaliana	ATWRKY7	AT4G24240
Arabidopsis_thaliana	AtTIFY1	AT4G24470
Arabidopsis_thaliana	AtTIFY1	AT4G24470
Arabidopsis_thaliana	AtTIFY1	AT4G24470
Arabidopsis_thaliana	ATHB22	AT4G24660
Arabidopsis_thaliana	CGA1	AT4G26150
Arabidopsis_thaliana	ET1	AT4G26170
Arabidopsis_thaliana	ATWRKY34	AT4G26440
Arabidopsis_thaliana	AtWRKY20	AT4G26640
Arabidopsis_thaliana	AtWRKY20	AT4G26640
Arabidopsis_thaliana	NZZ	AT4G27330
Arabidopsis_thaliana	ANAC072	AT4G27410
Arabidopsis_thaliana	ANAC072	AT4G27410
Arabidopsis_thaliana	ANAC073	AT4G28500
Arabidopsis_thaliana	anac074	AT4G28530
Arabidopsis_thaliana	anac074	AT4G28530
Arabidopsis_thaliana	bHLH23	AT4G28790
Arabidopsis_thaliana	bHLH23	AT4G28790
Arabidopsis_thaliana	TCX5	AT4G29000
Arabidopsis_thaliana	BHLH68	AT4G29100
Arabidopsis_thaliana	anac075	AT4G29230
Arabidopsis_thaliana	ATWRKY32	AT4G30935
Arabidopsis_thaliana	DROP2	AT4G30980
Arabidopsis_thaliana	HDP2	AT4G31270
Arabidopsis_thaliana	ATWRKY11	AT4G31550
Arabidopsis_thaliana	ATWRKY11	AT4G31550
Arabidopsis_thaliana	ATWRKY18	AT4G31800
Arabidopsis_thaliana	ATWRKY18	AT4G31800
Arabidopsis_thaliana	GATA9	AT4G32890
Arabidopsis_thaliana	RSL2	AT4G33880
Arabidopsis_thaliana	ABF3	AT4G34000
Arabidopsis_thaliana	ABF3	AT4G34000
Arabidopsis_thaliana	ABF3	AT4G34000
Arabidopsis_thaliana	CIB1	AT4G34530
Arabidopsis_thaliana	ATB2	AT4G34590
Arabidopsis_thaliana	GATA3	AT4G34680
Arabidopsis_thaliana	GATA3	AT4G34680
Arabidopsis_thaliana	AtbZIP19	AT4G35040
Arabidopsis_thaliana	NLP2	AT4G35270
Arabidopsis_thaliana	CBNAC	AT4G35580
Arabidopsis_thaliana	CBNAC	AT4G35580
Arabidopsis_thaliana	CBNAC	AT4G35580
Arabidopsis_thaliana	RKD5	AT4G35590
Arabidopsis_thaliana	atbzip14	AT4G35900
Arabidopsis_thaliana	bHLH11	AT4G36060
Arabidopsis_thaliana	bHLH11	AT4G36060
Arabidopsis_thaliana	ANAC076	AT4G36160
Arabidopsis_thaliana	GATA7	AT4G36240
Arabidopsis_thaliana	SRS2	AT4G36260
Arabidopsis_thaliana	BEE2	AT4G36540
Arabidopsis_thaliana	BEE2	AT4G36540
Arabidopsis_thaliana	GATA19	AT4G36620
Arabidopsis_thaliana	AtHAM4	AT4G36710
Arabidopsis_thaliana	AtGBF1	AT4G36730
Arabidopsis_thaliana	AtGBF1	AT4G36730
Arabidopsis_thaliana	BEH2	AT4G36780
Arabidopsis_thaliana	SPT	AT4G36930
Arabidopsis_thaliana	AT-HSFB1	AT4G36990
Arabidopsis_thaliana	LBD39	AT4G37540
Arabidopsis_thaliana	EAL1	AT4G37650
Arabidopsis_thaliana	AtbZIP7	AT4G37730
Arabidopsis_thaliana	DOF4.7	AT4G38000
Arabidopsis_thaliana	FRS5	AT4G38180
Arabidopsis_thaliana	NLP3	AT4G38340
Arabidopsis_thaliana	bZIP29	AT4G38900
Arabidopsis_thaliana	bZIP29	AT4G38900
Arabidopsis_thaliana	bZIP29	AT4G38900
Arabidopsis_thaliana	ATBPC5	AT4G38910
Arabidopsis_thaliana	ATBPC5	AT4G38910
Arabidopsis_thaliana	ATWRKY13	AT4G39410
Arabidopsis_thaliana	APTX	AT5G01310
Arabidopsis_thaliana	ATWRKY62	AT5G01900
Arabidopsis_thaliana	PEAR2	AT5G02460
Arabidopsis_thaliana	DPA	AT5G02470
Arabidopsis_thaliana	DPA	AT5G02470
Arabidopsis_thaliana	DPA	AT5G02470
Arabidopsis_thaliana	ATDPB	AT5G03415
Arabidopsis_thaliana	ATDPB	AT5G03415
Arabidopsis_thaliana	PTL	AT5G03680
Arabidopsis_thaliana	AT-HSFA3	AT5G03720
Arabidopsis_thaliana	BHLH101	AT5G04150
Arabidopsis_thaliana	anac077	AT5G04400
Arabidopsis_thaliana	anac078	AT5G04410
Arabidopsis_thaliana	ENAP2	AT5G05550
Arabidopsis_thaliana	ENAP2	AT5G05550
Arabidopsis_thaliana	ATNFXL2	AT5G05660
Arabidopsis_thaliana	LBD33	AT5G06080
Arabidopsis_thaliana	NF-YA10	AT5G06510
Arabidopsis_thaliana	NF-YA10	AT5G06510
Arabidopsis_thaliana	NF-YA10	AT5G06510
Arabidopsis_thaliana	bZIP65	AT5G06839
Arabidopsis_thaliana	bZIP65	AT5G06839
Arabidopsis_thaliana	bZIP65	AT5G06839
Arabidopsis_thaliana	AHBP-1B	AT5G06950
Arabidopsis_thaliana	AHBP-1B	AT5G06950
Arabidopsis_thaliana	AHBP-1B	AT5G06950
Arabidopsis_thaliana	AHBP-1B	AT5G06950
Arabidopsis_thaliana	OBF5	AT5G06960
Arabidopsis_thaliana	OBF5	AT5G06960
Arabidopsis_thaliana	WRKY26	AT5G07100
Arabidopsis_thaliana	WRKY26	AT5G07100
Arabidopsis_thaliana	ANAC079	AT5G07680
Arabidopsis_thaliana	ANAC079	AT5G07680
Arabidopsis_thaliana	TCP17	AT5G08070
Arabidopsis_thaliana	BIM1	AT5G08130
Arabidopsis_thaliana	BIM1	AT5G08130
Arabidopsis_thaliana	BIM1	AT5G08130
Arabidopsis_thaliana	BIM1	AT5G08130
Arabidopsis_thaliana	BIM1	AT5G08130
Arabidopsis_thaliana	BIM1	AT5G08130
Arabidopsis_thaliana	AtbZIP75	AT5G08141
Arabidopsis_thaliana	NF-YB12	AT5G08190
Arabidopsis_thaliana	NF-YB12	AT5G08190
Arabidopsis_thaliana	AtTCP21	AT5G08330
Arabidopsis_thaliana	anac081	AT5G08790
Arabidopsis_thaliana	ANAC082	AT5G09330
Arabidopsis_thaliana	ANAC082	AT5G09330
Arabidopsis_thaliana	ANAC082	AT5G09330
Arabidopsis_thaliana	ANAC082	AT5G09330
Arabidopsis_thaliana	CAMTA1	AT5G09410
Arabidopsis_thaliana	CAMTA1	AT5G09410
Arabidopsis_thaliana	CAMTA1	AT5G09410
Arabidopsis_thaliana	HEC3	AT5G09750
Arabidopsis_thaliana	OBF4	AT5G10030
Arabidopsis_thaliana	OBF4	AT5G10030
Arabidopsis_thaliana	EIL4	AT5G10120
Arabidopsis_thaliana	HY5	AT5G11260
Arabidopsis_thaliana	LRP1	AT5G12330
Arabidopsis_thaliana	LRP1	AT5G12330
Arabidopsis_thaliana	LRP1	AT5G12330
Arabidopsis_thaliana	LRP1	AT5G12330
Arabidopsis_thaliana	ATHAP2A	AT5G12840
Arabidopsis_thaliana	ATHAP2A	AT5G12840
Arabidopsis_thaliana	ATHAP2A	AT5G12840
Arabidopsis_thaliana	ATHAP2A	AT5G12840
Arabidopsis_thaliana	ATWRKY75	AT5G13080
Arabidopsis_thaliana	ANAC083	AT5G13180
Arabidopsis_thaliana	anac084	AT5G14000
Arabidopsis_thaliana	GPL2	AT5G14280
Arabidopsis_thaliana	anac085	AT5G14490
Arabidopsis_thaliana	DEL2	AT5G14960
Arabidopsis_thaliana	ATWRKY72	AT5G15130
Arabidopsis_thaliana	BHLH134	AT5G15160
Arabidopsis_thaliana	ATHB30	AT5G15210
Arabidopsis_thaliana	AtbZIP3	AT5G15830
Arabidopsis_thaliana	ATHSF3	AT5G16820
Arabidopsis_thaliana	ATHSF3	AT5G16820
Arabidopsis_thaliana	anac086	AT5G17260
Arabidopsis_thaliana	AtRGL3	AT5G17490
Arabidopsis_thaliana	ANAC087	AT5G18270
Arabidopsis_thaliana	ANAC087	AT5G18270
Arabidopsis_thaliana	anac088	AT5G18300
Arabidopsis_thaliana	ATSPL7	AT5G18830
Arabidopsis_thaliana	ATSPL7	AT5G18830
Arabidopsis_thaliana	ATSPL7	AT5G18830
Arabidopsis_thaliana	FRS12	AT5G18960
Arabidopsis_thaliana	EIL2	AT5G21120
Arabidopsis_thaliana	ATE2FB	AT5G22220
Arabidopsis_thaliana	ATE2FB	AT5G22220
Arabidopsis_thaliana	anac089	AT5G22290
Arabidopsis_thaliana	anac090	AT5G22380
Arabidopsis_thaliana	ATWRKY38	AT5G22570
Arabidopsis_thaliana	NF-YB13	AT5G23090
Arabidopsis_thaliana	NF-YB13	AT5G23090
Arabidopsis_thaliana	NF-YB13	AT5G23090
Arabidopsis_thaliana	NF-YB13	AT5G23090
Arabidopsis_thaliana	AtTCP7	AT5G23280
Arabidopsis_thaliana	ATWRKY30	AT5G24110
Arabidopsis_thaliana	ANAC091	AT5G24590
Arabidopsis_thaliana	ATBZIP9	AT5G24800
Arabidopsis_thaliana	TCX7	AT5G25790
Arabidopsis_thaliana	GATA12	AT5G25830
Arabidopsis_thaliana	ATWRKY50	AT5G26170
Arabidopsis_thaliana	GATA23	AT5G26930
Arabidopsis_thaliana	NF-YC8	AT5G27910
Arabidopsis_thaliana	VFP4	AT5G28040
Arabidopsis_thaliana	AtGT2L	AT5G28300
Arabidopsis_thaliana	FRS10	AT5G28530
Arabidopsis_thaliana	ATWRKY74	AT5G28650
Arabidopsis_thaliana	AtbZIP63	AT5G28770
Arabidopsis_thaliana	AtbZIP63	AT5G28770
Arabidopsis_thaliana	AtbZIP63	AT5G28770
Arabidopsis_thaliana	SRS8	AT5G33210
Arabidopsis_thaliana	SRS8	AT5G33210
Arabidopsis_thaliana	SAP	AT5G35770
Arabidopsis_thaliana	LBD35	AT5G35900
Arabidopsis_thaliana	ATRSL1	AT5G37800
Arabidopsis_thaliana	NF-YC12	AT5G38140
Arabidopsis_thaliana	AtbZIP43	AT5G38800
Arabidopsis_thaliana	BIM3	AT5G38860
Arabidopsis_thaliana	ANAC092	AT5G39610
Arabidopsis_thaliana	CDF2	AT5G39660
Arabidopsis_thaliana	CDF2	AT5G39660
Arabidopsis_thaliana	ANAC093	AT5G39690
Arabidopsis_thaliana	AtHB23	AT5G39760
Arabidopsis_thaliana	anac094	AT5G39820
Arabidopsis_thaliana	BHLH136	AT5G39860
Arabidopsis_thaliana	anac095	AT5G41090
Arabidopsis_thaliana	GL3	AT5G41315
Arabidopsis_thaliana	ATWRKY24	AT5G41570
Arabidopsis_thaliana	AtSCL23	AT5G41920
Arabidopsis_thaliana	ATBPC6	AT5G42520
Arabidopsis_thaliana	ATBPC6	AT5G42520
Arabidopsis_thaliana	ATBPC6	AT5G42520
Arabidopsis_thaliana	AtHB27	AT5G42780
Arabidopsis_thaliana	RSL5	AT5G43175
Arabidopsis_thaliana	NF-YC13	AT5G43250
Arabidopsis_thaliana	SPL2	AT5G43270
Arabidopsis_thaliana	SPL2	AT5G43270
Arabidopsis_thaliana	SPL2	AT5G43270
Arabidopsis_thaliana	ATWRKY49	AT5G43290
Arabidopsis_thaliana	BHLH92	AT5G43650
Arabidopsis_thaliana	AT-HSFA6A	AT5G43840
Arabidopsis_thaliana	ATWRKY16	AT5G45050
Arabidopsis_thaliana	ATWRKY16	AT5G45050
Arabidopsis_thaliana	ATWRKY52	AT5G45260
Arabidopsis_thaliana	BAM8	AT5G45300
Arabidopsis_thaliana	BAM8	AT5G45300
Arabidopsis_thaliana	AT-HSFA4C	AT5G45710
Arabidopsis_thaliana	ATWRKY8	AT5G46350
Arabidopsis_thaliana	anac096	AT5G46590
Arabidopsis_thaliana	bHLH071	AT5G46690
Arabidopsis_thaliana	MYC3	AT5G46760
Arabidopsis_thaliana	ATNIG1	AT5G46830
Arabidopsis_thaliana	GATA27	AT5G47140
Arabidopsis_thaliana	NF-YB2	AT5G47640
Arabidopsis_thaliana	L1L	AT5G47670
Arabidopsis_thaliana	L1L	AT5G47670
Arabidopsis_thaliana	PAT1	AT5G48150
Arabidopsis_thaliana	PAT1	AT5G48150
Arabidopsis_thaliana	CIB2	AT5G48560
Arabidopsis_thaliana	GATA16	AT5G49300
Arabidopsis_thaliana	AtbZIP1	AT5G49450
Arabidopsis_thaliana	ATWRKY48	AT5G49520
Arabidopsis_thaliana	NF-YC7	AT5G50470
Arabidopsis_thaliana	NF-YC6	AT5G50480
Arabidopsis_thaliana	NF-YC5	AT5G50490
Arabidopsis_thaliana	SPL13	AT5G50570
Arabidopsis_thaliana	SPL13	AT5G50570
Arabidopsis_thaliana	SPL13	AT5G50670
Arabidopsis_thaliana	anac097	AT5G50820
Arabidopsis_thaliana	CKG	AT5G50915
Arabidopsis_thaliana	CKG	AT5G50915
Arabidopsis_thaliana	bHLH	AT5G51780
Arabidopsis_thaliana	TCP19	AT5G51910
Arabidopsis_thaliana	TCP19	AT5G51910
Arabidopsis_thaliana	SCL8	AT5G52510
Arabidopsis_thaliana	ATWRKY27	AT5G52830
Arabidopsis_thaliana	GRD	AT5G53040
Arabidopsis_thaliana	SPCH	AT5G53210
Arabidopsis_thaliana	ANAC098	AT5G53950
Arabidopsis_thaliana	AT-HSFA9	AT5G54070
Arabidopsis_thaliana	bHLH105	AT5G54680
Arabidopsis_thaliana	ATWRKY2	AT5G56270
Arabidopsis_thaliana	anac099	AT5G56620
Arabidopsis_thaliana	ATET2	AT5G56780
Arabidopsis_thaliana	GATA21	AT5G56860
Arabidopsis_thaliana	DROP3	AT5G58010
Arabidopsis_thaliana	DOF5.3	AT5G60200
Arabidopsis_thaliana	AtHB26	AT5G60480
Arabidopsis_thaliana	AtbZIP70	AT5G60830
Arabidopsis_thaliana	AtDOF5.4	AT5G60850
Arabidopsis_thaliana	TCP5	AT5G60970
Arabidopsis_thaliana	PIF7	AT5G61270
Arabidopsis_thaliana	PIF7	AT5G61270
Arabidopsis_thaliana	ANAC100	AT5G61430
Arabidopsis_thaliana	LFY	AT5G61850
Arabidopsis_thaliana	AT-HSFB2A	AT5G62020
Arabidopsis_thaliana	ANAC101	AT5G62380
Arabidopsis_thaliana	CDF1	AT5G62430
Arabidopsis_thaliana	DOF5.6	AT5G62940
Arabidopsis_thaliana	LOB	AT5G63090
Arabidopsis_thaliana	LOB	AT5G63090
Arabidopsis_thaliana	LOB	AT5G63090
Arabidopsis_thaliana	LOB	AT5G63090
Arabidopsis_thaliana	AtRNJ	AT5G63420
Arabidopsis_thaliana	NF-YC4	AT5G63470
Arabidopsis_thaliana	NF-YC4	AT5G63470
Arabidopsis_thaliana	ANAC102	AT5G63790
Arabidopsis_thaliana	anac103	AT5G64060
Arabidopsis_thaliana	CAMTA2	AT5G64220
Arabidopsis_thaliana	CAMTA2	AT5G64220
Arabidopsis_thaliana	ANAC104	AT5G64530
Arabidopsis_thaliana	ATWRKY51	AT5G64810
Arabidopsis_thaliana	TGA1	AT5G65210
Arabidopsis_thaliana	TGA1	AT5G65210
Arabidopsis_thaliana	TGA1	AT5G65210
Arabidopsis_thaliana	TGA1	AT5G65210
Arabidopsis_thaliana	TGA1	AT5G65210
Arabidopsis_thaliana	TGA1	AT5G65210
Arabidopsis_thaliana	ATHB25	AT5G65410
Arabidopsis_thaliana	SCAP1	AT5G65590
Arabidopsis_thaliana	bHLH093	AT5G65640
Arabidopsis_thaliana	bHLH093	AT5G65640
Arabidopsis_thaliana	ANAC105	AT5G66300
Arabidopsis_thaliana	GATA5	AT5G66320
Arabidopsis_thaliana	GATA5	AT5G66320
Arabidopsis_thaliana	SHI	AT5G66350
Arabidopsis_thaliana	ASL1	AT5G66870
Arabidopsis_thaliana	ATDOF5.8	AT5G66940
Arabidopsis_thaliana	RKD3	AT5G66990
Arabidopsis_thaliana	HEC1	AT5G67060
Arabidopsis_thaliana	ALC	AT5G67110
Arabidopsis_thaliana	ALC	AT5G67110
Arabidopsis_thaliana	ALC	AT5G67110
Arabidopsis_thaliana	ASL39	AT5G67420
Arabidopsis_thaliana	ARF11	AT1G19220
Arabidopsis_thaliana	ARF5	AT1G19850
Arabidopsis_thaliana	ARF6	AT1G30330
Arabidopsis_thaliana	ARF6	AT1G30330
Arabidopsis_thaliana	ARF13	AT1G34170
Arabidopsis_thaliana	ARF13	AT1G34170
Arabidopsis_thaliana	ARF13	AT1G34170
Arabidopsis_thaliana	ARF12	AT1G34310
Arabidopsis_thaliana	ARF22	AT1G34390
Arabidopsis_thaliana	ARF21	AT1G34410
Arabidopsis_thaliana	ARF20	AT1G35240
Arabidopsis_thaliana	ARF15	AT1G35520
Arabidopsis_thaliana	ARF14	AT1G35540
Arabidopsis_thaliana	ARF1	AT1G59750
Arabidopsis_thaliana	ARF1	AT1G59750
Arabidopsis_thaliana	ARF1	AT1G59750
Arabidopsis_thaliana	ARF1	AT1G59750
Arabidopsis_thaliana	ARF17	AT1G77850
Arabidopsis_thaliana	ARF10	AT2G28350
Arabidopsis_thaliana	ARF3	AT2G33860
Arabidopsis_thaliana	ARF11	AT2G46530
Arabidopsis_thaliana	ARF11	AT2G46530
Arabidopsis_thaliana	ARF11	AT2G46530
Arabidopsis_thaliana	ARF18	AT3G61830
Arabidopsis_thaliana	ARF9	AT4G23980
Arabidopsis_thaliana	ARF9	AT4G23980
Arabidopsis_thaliana	ARF16	AT4G30080
Arabidopsis_thaliana	ARF7	AT5G20730
Arabidopsis_thaliana	ARF7	AT5G20730
Arabidopsis_thaliana	ARF7	AT5G20730
Arabidopsis_thaliana	ARF8	AT5G37020
Arabidopsis_thaliana	ARF8	AT5G37020
Arabidopsis_thaliana	ARF4	AT5G60450
Arabidopsis_thaliana	ARF1-BP	AT5G62000
Arabidopsis_thaliana	ARF1-BP	AT5G62000
Arabidopsis_thaliana	ARF1-BP	AT5G62000
Arabidopsis_thaliana	ARF1-BP	AT5G62000
Arabidopsis_thaliana	NGA3	AT1G01030
Arabidopsis_thaliana	AtLEC2	AT1G28300
Arabidopsis_thaliana	ARF23	AT1G43950
Arabidopsis_thaliana	RTV1	AT1G49480
Arabidopsis_thaliana	REM24	AT2G16210
Arabidopsis_thaliana	REM24	AT2G16210
Arabidopsis_thaliana	REM30	AT2G24680
Arabidopsis_thaliana	REM30	AT2G24680
Arabidopsis_thaliana	REM32	AT2G24700
Arabidopsis_thaliana	HSI2	AT2G30470
Arabidopsis_thaliana	REM23	AT2G35310
Arabidopsis_thaliana	ABS2	AT2G36080
Arabidopsis_thaliana	ABS2	AT2G36080
Arabidopsis_thaliana	NGA1	AT2G46870
Arabidopsis_thaliana	REM18	AT3G06160
Arabidopsis_thaliana	REM18	AT3G06160
