Species	Symbol	Gene_ID
Arabidopsis_thaliana	REM19	AT3G06220
Arabidopsis_thaliana	NGAL2	AT3G11580
Arabidopsis_thaliana	NGAL2	AT3G11580
Arabidopsis_thaliana	REM22	AT3G17010
Arabidopsis_thaliana	REM7	AT3G18960
Arabidopsis_thaliana	REM39	AT3G18990
Arabidopsis_thaliana	REM1	AT3G19184
Arabidopsis_thaliana	ABI3	AT3G24650
Arabidopsis_thaliana	FUS3	AT3G26790
Arabidopsis_thaliana	REM13	AT3G46770
Arabidopsis_thaliana	REM16	AT3G53310
Arabidopsis_thaliana	NGA2	AT3G61970
Arabidopsis_thaliana	MEE45	AT4G00260
Arabidopsis_thaliana	NGA4	AT4G01500
Arabidopsis_thaliana	VAL3	AT4G21550
Arabidopsis_thaliana	ATREM1	AT4G31610
Arabidopsis_thaliana	REM35	AT4G31615
Arabidopsis_thaliana	REM36	AT4G31620
Arabidopsis_thaliana	REM37	AT4G31630
Arabidopsis_thaliana	REM38	AT4G31640
Arabidopsis_thaliana	HSI2-L1	AT4G32010
Arabidopsis_thaliana	REM17	AT4G34400
Arabidopsis_thaliana	DPA4	AT5G06250
Arabidopsis_thaliana	DPA4	AT5G06250
Arabidopsis_thaliana	REM25	AT5G09780
Arabidopsis_thaliana	REM20	AT5G18000
Arabidopsis_thaliana	REM15	AT5G57720
Arabidopsis_thaliana	REM11	AT5G60140
Arabidopsis_thaliana	ADAP	AT1G16060
Arabidopsis_thaliana	PLT2	AT1G51190
Arabidopsis_thaliana	AIL1	AT1G72570
Arabidopsis_thaliana	WRI4	AT1G79700
Arabidopsis_thaliana	WRI4	AT1G79700
Arabidopsis_thaliana	RAP2.7	AT2G28550
Arabidopsis_thaliana	AtPLT1	AT3G20840
Arabidopsis_thaliana	ASML1	AT3G54320
Arabidopsis_thaliana	ASML1	AT3G54320
Arabidopsis_thaliana	AP2	AT4G36920
Arabidopsis_thaliana	AP2	AT4G36920
Arabidopsis_thaliana	ANT	AT4G37750
Arabidopsis_thaliana	AIL6	AT5G10510
Arabidopsis_thaliana	AIL6	AT5G10510
Arabidopsis_thaliana	BBM	AT5G17430
Arabidopsis_thaliana	AIL5	AT5G57390
Arabidopsis_thaliana	AIL7	AT5G65510
Arabidopsis_thaliana	EAT3	AT5G67180
Arabidopsis_thaliana	AIL6	AT5G10510
Arabidopsis_thaliana	SMOS1	AT2G41710
Arabidopsis_thaliana	SMOS1	AT2G41710
Arabidopsis_thaliana	SMOS1	AT2G41710
Arabidopsis_thaliana	RAP2.7	AT2G28550
Arabidopsis_thaliana	RAP2.7	AT2G28550
Arabidopsis_thaliana	SMZ	AT3G54990
Arabidopsis_thaliana	TOE2	AT5G60120
Arabidopsis_thaliana	TOE2	AT5G60120
Arabidopsis_thaliana	SMZ	AT3G54990
Arabidopsis_thaliana	ADAP	AT1G16060
Arabidopsis_thaliana	SNZ	AT2G39250
Arabidopsis_thaliana	ATERF10	AT1G03800
Arabidopsis_thaliana	ATERF14	AT1G04370
Arabidopsis_thaliana	ERF59	AT1G06160
Arabidopsis_thaliana	ATDDF1	AT1G12610
Arabidopsis_thaliana	DRN	AT1G12980
Arabidopsis_thaliana	AtSHN1	AT1G15360
Arabidopsis_thaliana	ERF017	AT1G19210
Arabidopsis_thaliana	DREB26	AT1G21910
Arabidopsis_thaliana	ERF58	AT1G22190
Arabidopsis_thaliana	AtERF019	AT1G22810
Arabidopsis_thaliana	CRF7	AT1G22985
Arabidopsis_thaliana	BOL	AT1G24590
Arabidopsis_thaliana	CRF12	AT1G25470
Arabidopsis_thaliana	CRF12	AT1G25470
Arabidopsis_thaliana	ATERF12	AT1G28360
Arabidopsis_thaliana	ATERF11	AT1G28370
Arabidopsis_thaliana	ERF022	AT1G33760
Arabidopsis_thaliana	ERF55	AT1G36060
Arabidopsis_thaliana	ERF113	AT1G43160
Arabidopsis_thaliana	AtERF014	AT1G44830
Arabidopsis_thaliana	RAP2.1	AT1G46768
Arabidopsis_thaliana	CRF9	AT1G49120
Arabidopsis_thaliana	ATERF3	AT1G50640
Arabidopsis_thaliana	ATERF-8	AT1G53170
Arabidopsis_thaliana	ERF74	AT1G53910
Arabidopsis_thaliana	ERF74	AT1G53910
Arabidopsis_thaliana	ERF74	AT1G53910
Arabidopsis_thaliana	ATDDF2	AT1G63030
Arabidopsis_thaliana	ATDDF2	AT1G63030
Arabidopsis_thaliana	ERF61	AT1G64380
Arabidopsis_thaliana	CRF10	AT1G68550
Arabidopsis_thaliana	CRF10	AT1G68550
Arabidopsis_thaliana	AtERF070	AT1G71130
Arabidopsis_thaliana	FUF1	AT1G71450
Arabidopsis_thaliana	AtERF73	AT1G72360
Arabidopsis_thaliana	AtERF73	AT1G72360
Arabidopsis_thaliana	AtERF73	AT1G72360
Arabidopsis_thaliana	ERF018	AT1G74930
Arabidopsis_thaliana	AtWIND1	AT1G78080
Arabidopsis_thaliana	AtERF53	AT2G20880
Arabidopsis_thaliana	ERF56	AT2G22200
Arabidopsis_thaliana	DEAR3	AT2G23340
Arabidopsis_thaliana	ESE2	AT2G25820
Arabidopsis_thaliana	ATERF15	AT2G31230
Arabidopsis_thaliana	ATERF38	AT2G35700
Arabidopsis_thaliana	HRD	AT2G36450
Arabidopsis_thaliana	DREB19	AT2G38340
Arabidopsis_thaliana	ABI4	AT2G40220
Arabidopsis_thaliana	AtERF48	AT2G40340
Arabidopsis_thaliana	ATERF13	AT2G44840
Arabidopsis_thaliana	ERF34	AT2G44940
Arabidopsis_thaliana	CRF5	AT2G46310
Arabidopsis_thaliana	AtERF71	AT2G47520
Arabidopsis_thaliana	DREB2	AT3G11020
Arabidopsis_thaliana	RAP2.2	AT3G14230
Arabidopsis_thaliana	RAP2.2	AT3G14230
Arabidopsis_thaliana	RAP2.2	AT3G14230
Arabidopsis_thaliana	ATERF-4	AT3G15210
Arabidopsis_thaliana	ERF036	AT3G16280
Arabidopsis_thaliana	ATEBP	AT3G16770
Arabidopsis_thaliana	ATERF-7	AT3G20310
Arabidopsis_thaliana	ERF95	AT3G23220
Arabidopsis_thaliana	AtERF98	AT3G23230
Arabidopsis_thaliana	AtERF#092	AT3G23240
Arabidopsis_thaliana	CRF11	AT3G25890
Arabidopsis_thaliana	CRF11	AT3G25890
Arabidopsis_thaliana	ATERF#011	AT3G50260
Arabidopsis_thaliana	ASML1	AT3G54320
Arabidopsis_thaliana	ERF035	AT3G60490
Arabidopsis_thaliana	CRF6	AT3G61630
Arabidopsis_thaliana	DEAR5	AT4G06746
Arabidopsis_thaliana	CRF1	AT4G11140
Arabidopsis_thaliana	APD1	AT4G13040
Arabidopsis_thaliana	APD1	AT4G13040
Arabidopsis_thaliana	APD1	AT4G13040
Arabidopsis_thaliana	ERF39	AT4G16750
Arabidopsis_thaliana	ATERF6	AT4G17490
Arabidopsis_thaliana	AtERF#100	AT4G17500
Arabidopsis_thaliana	CRF2	AT4G23750
Arabidopsis_thaliana	CRF2	AT4G23750
Arabidopsis_thaliana	ATCBF2	AT4G25470
Arabidopsis_thaliana	ATCBF3	AT4G25480
Arabidopsis_thaliana	ATCBF1	AT4G25490
Arabidopsis_thaliana	CRF4	AT4G27950
Arabidopsis_thaliana	ERF54	AT4G28140
Arabidopsis_thaliana	ERF043	AT4G32800
Arabidopsis_thaliana	ERF109	AT4G34410
Arabidopsis_thaliana	DEAR4	AT4G36900
Arabidopsis_thaliana	ERF60	AT4G39780
Arabidopsis_thaliana	DREB2	AT5G05410
Arabidopsis_thaliana	DREB2	AT5G05410
Arabidopsis_thaliana	ERF115	AT5G07310
Arabidopsis_thaliana	DEWAX2	AT5G07580
Arabidopsis_thaliana	SHN2	AT5G11190
Arabidopsis_thaliana	ERF041	AT5G11590
Arabidopsis_thaliana	Rap2.6L	AT5G13330
Arabidopsis_thaliana	LEP	AT5G13910
Arabidopsis_thaliana	PUCHI	AT5G18560
Arabidopsis_thaliana	RAP2.11	AT5G19790
Arabidopsis_thaliana	ERF016	AT5G21960
Arabidopsis_thaliana	ESE3	AT5G25190
Arabidopsis_thaliana	SHN3	AT5G25390
Arabidopsis_thaliana	SHN3	AT5G25390
Arabidopsis_thaliana	ERF040	AT5G25810
Arabidopsis_thaliana	ERF96	AT5G43410
Arabidopsis_thaliana	ATERF-9	AT5G44210
Arabidopsis_thaliana	ATERF-2	AT5G47220
Arabidopsis_thaliana	ATERF-5	AT5G47230
Arabidopsis_thaliana	ERF110	AT5G50080
Arabidopsis_thaliana	ERF105	AT5G51190
Arabidopsis_thaliana	CBF4	AT5G51990
Arabidopsis_thaliana	CRF3	AT5G53290
Arabidopsis_thaliana	DEWAX	AT5G61590
Arabidopsis_thaliana	ERF104	AT5G61600
Arabidopsis_thaliana	ERF114	AT5G61890
Arabidopsis_thaliana	ABR1	AT5G64750
Arabidopsis_thaliana	ERF57	AT5G65130
Arabidopsis_thaliana	DEAR2	AT5G67190
Arabidopsis_thaliana	BBX24	AT1G06040
Arabidopsis_thaliana	BBX24	AT1G06040
Arabidopsis_thaliana	AtBBX21	AT1G75540
Arabidopsis_thaliana	BBX22	AT1G78600
Arabidopsis_thaliana	BBX22	AT1G78600
Arabidopsis_thaliana	BBX18	AT2G21320
Arabidopsis_thaliana	ATCOL3	AT2G24790
Arabidopsis_thaliana	BBX25	AT2G31380
Arabidopsis_thaliana	BBX11	AT2G47890
Arabidopsis_thaliana	bbx23	AT4G10240
Arabidopsis_thaliana	BBX19	AT4G38960
Arabidopsis_thaliana	BBX19	AT4G38960
Arabidopsis_thaliana	BBX20	AT4G39070
Arabidopsis_thaliana	BBX1	AT5G15840
Arabidopsis_thaliana	BBX15	AT1G25440
Arabidopsis_thaliana	BBX13	AT1G28050
Arabidopsis_thaliana	BBX17	AT1G49130
Arabidopsis_thaliana	BBX17	AT1G49130
Arabidopsis_thaliana	BBX14	AT1G68520
Arabidopsis_thaliana	BBX16	AT1G73870
Arabidopsis_thaliana	ATCOL3	AT2G24790
Arabidopsis_thaliana	BBX12	AT2G33500
Arabidopsis_thaliana	BBX12	AT2G33500
Arabidopsis_thaliana	BBX11	AT2G47890
Arabidopsis_thaliana	ATCOL2	AT3G02380
Arabidopsis_thaliana	BBX7	AT3G07650
Arabidopsis_thaliana	BBX7	AT3G07650
Arabidopsis_thaliana	BBX7	AT3G07650
Arabidopsis_thaliana	BBX7	AT3G07650
Arabidopsis_thaliana	BBX10	AT3G21880
Arabidopsis_thaliana	BBX9	AT4G15250
Arabidopsis_thaliana	BBX1	AT5G15840
Arabidopsis_thaliana	ATCOL1	AT5G15850
Arabidopsis_thaliana	ATCOL4	AT5G24930
Arabidopsis_thaliana	BBX8	AT5G48250
Arabidopsis_thaliana	ATCOL5	AT5G57660
Arabidopsis_thaliana	ARR19	AT1G49190
Arabidopsis_thaliana	ARR19	AT1G49190
Arabidopsis_thaliana	ARR11	AT1G67710
Arabidopsis_thaliana	APRR6	AT1G68210
Arabidopsis_thaliana	ARR14	AT2G01760
Arabidopsis_thaliana	ARR12	AT2G25180
Arabidopsis_thaliana	ARR13	AT2G27070
Arabidopsis_thaliana	ARR1	AT3G16857
Arabidopsis_thaliana	ARR1	AT3G16857
Arabidopsis_thaliana	ARR20	AT3G62670
Arabidopsis_thaliana	ARR2	AT4G16110
Arabidopsis_thaliana	APRR2	AT4G18020
Arabidopsis_thaliana	APRR2	AT4G18020
Arabidopsis_thaliana	APRR2	AT4G18020
Arabidopsis_thaliana	APRR2	AT4G18020
Arabidopsis_thaliana	APRR2	AT4G18020
Arabidopsis_thaliana	APRR2	AT4G18020
Arabidopsis_thaliana	ARR10	AT4G31920
Arabidopsis_thaliana	ARR21	AT5G07210
Arabidopsis_thaliana	APRR4	AT5G49240
Arabidopsis_thaliana	ARR18	AT5G58080
Arabidopsis_thaliana	AtNIGT1	AT1G13300
Arabidopsis_thaliana	HHO3	AT1G25550
Arabidopsis_thaliana	KAN2	AT1G32240
Arabidopsis_thaliana	HHO6	AT1G49560
Arabidopsis_thaliana	HHO2	AT1G68670
Arabidopsis_thaliana	APL	AT1G79430
Arabidopsis_thaliana	APL	AT1G79430
Arabidopsis_thaliana	EFM	AT2G03500
Arabidopsis_thaliana	PHL4	AT2G20400
Arabidopsis_thaliana	ATGLK1	AT2G20570
Arabidopsis_thaliana	ATGLK1	AT2G20570
Arabidopsis_thaliana	MYS1	AT2G38300
Arabidopsis_thaliana	MYS2	AT2G40260
Arabidopsis_thaliana	MYBC1	AT2G40970
Arabidopsis_thaliana	MYR2	AT3G04030
Arabidopsis_thaliana	MYR2	AT3G04030
Arabidopsis_thaliana	MYR2	AT3G04030
Arabidopsis_thaliana	gammaMYB2	AT3G13040
Arabidopsis_thaliana	gammaMYB2	AT3G13040
Arabidopsis_thaliana	PHL2	AT3G24120
Arabidopsis_thaliana	PHL2	AT3G24120
Arabidopsis_thaliana	HHO1	AT3G25790
Arabidopsis_thaliana	LUX	AT3G46640
Arabidopsis_thaliana	LUX	AT3G46640
Arabidopsis_thaliana	LUX	AT3G46640
Arabidopsis_thaliana	PHL3	AT4G13640
Arabidopsis_thaliana	PHL3	AT4G13640
Arabidopsis_thaliana	KAN3	AT4G17695
Arabidopsis_thaliana	AtPHR1	AT4G28610
Arabidopsis_thaliana	HHO5	AT4G37180
Arabidopsis_thaliana	HHO5	AT4G37180
Arabidopsis_thaliana	KAN	AT5G16560
Arabidopsis_thaliana	ATMYR1	AT5G18240
Arabidopsis_thaliana	ATMYR1	AT5G18240
Arabidopsis_thaliana	ATMYR1	AT5G18240
Arabidopsis_thaliana	ATMYR1	AT5G18240
Arabidopsis_thaliana	ATMYR1	AT5G18240
Arabidopsis_thaliana	PHL1	AT5G29000
Arabidopsis_thaliana	PHL1	AT5G29000
Arabidopsis_thaliana	PHL1	AT5G29000
Arabidopsis_thaliana	PHL1	AT5G29000
Arabidopsis_thaliana	ATS	AT5G42630
Arabidopsis_thaliana	ATS	AT5G42630
Arabidopsis_thaliana	ATGLK2	AT5G44190
Arabidopsis_thaliana	GFR	AT5G45580
Arabidopsis_thaliana	BOA	AT5G59570
Arabidopsis_thaliana	AGL104	AT1G22130
Arabidopsis_thaliana	AGL9	AT1G24260
Arabidopsis_thaliana	AGL9	AT1G24260
Arabidopsis_thaliana	AGL9	AT1G24260
Arabidopsis_thaliana	AGL10	AT1G26310
Arabidopsis_thaliana	AGL63	AT1G31140
Arabidopsis_thaliana	AGL63	AT1G31140
Arabidopsis_thaliana	AGL7	AT1G69120
Arabidopsis_thaliana	AGL12	AT1G71692
Arabidopsis_thaliana	AGL27	AT1G77080
Arabidopsis_thaliana	AGL27	AT1G77080
Arabidopsis_thaliana	AGL27	AT1G77080
Arabidopsis_thaliana	AGL67	AT1G77950
Arabidopsis_thaliana	AGL67	AT1G77950
Arabidopsis_thaliana	AGL66	AT1G77980
Arabidopsis_thaliana	AGL3	AT2G03710
Arabidopsis_thaliana	AGL3	AT2G03710
Arabidopsis_thaliana	AGL3	AT2G03710
Arabidopsis_thaliana	AGL44	AT2G14210
Arabidopsis_thaliana	AGL22	AT2G22540
Arabidopsis_thaliana	AGL22	AT2G22540
Arabidopsis_thaliana	AGL17	AT2G22630
Arabidopsis_thaliana	AGL5	AT2G42830
Arabidopsis_thaliana	AGL5	AT2G42830
Arabidopsis_thaliana	AGL6	AT2G45650
Arabidopsis_thaliana	AGL20	AT2G45660
Arabidopsis_thaliana	AGL4	AT3G02310
Arabidopsis_thaliana	AGL79	AT3G30260
Arabidopsis_thaliana	AP3	AT3G54340
Arabidopsis_thaliana	AGL16	AT3G57230
Arabidopsis_thaliana	AGL16	AT3G57230
Arabidopsis_thaliana	AGL18	AT3G57390
Arabidopsis_thaliana	AGL1	AT3G58780
Arabidopsis_thaliana	AGL1	AT3G58780
Arabidopsis_thaliana	AGL1	AT3G58780
Arabidopsis_thaliana	AGL13	AT3G61120
Arabidopsis_thaliana	AGL11	AT4G09960
Arabidopsis_thaliana	AGL11	AT4G09960
Arabidopsis_thaliana	AGL11	AT4G09960
Arabidopsis_thaliana	AGL11	AT4G09960
Arabidopsis_thaliana	AGL14	AT4G11880
Arabidopsis_thaliana	AG	AT4G18960
Arabidopsis_thaliana	AGL19	AT4G22950
Arabidopsis_thaliana	AGL24	AT4G24540
Arabidopsis_thaliana	AGL21	AT4G37940
Arabidopsis_thaliana	AGL25	AT5G10140
Arabidopsis_thaliana	AGL25	AT5G10140
Arabidopsis_thaliana	AGL25	AT5G10140
Arabidopsis_thaliana	AGL25	AT5G10140
Arabidopsis_thaliana	AGL15	AT5G13790
Arabidopsis_thaliana	AGL2	AT5G15800
Arabidopsis_thaliana	AGL2	AT5G15800
Arabidopsis_thaliana	PI	AT5G20240
Arabidopsis_thaliana	ABS	AT5G23260
Arabidopsis_thaliana	ABS	AT5G23260
Arabidopsis_thaliana	ABS	AT5G23260
Arabidopsis_thaliana	AGL72	AT5G51860
Arabidopsis_thaliana	AGL72	AT5G51860
Arabidopsis_thaliana	AGL71	AT5G51870
Arabidopsis_thaliana	AGL71	AT5G51870
Arabidopsis_thaliana	AGL71	AT5G51870
Arabidopsis_thaliana	AGL8	AT5G60910
Arabidopsis_thaliana	AGL42	AT5G62165
Arabidopsis_thaliana	AGL42	AT5G62165
Arabidopsis_thaliana	AGL42	AT5G62165
Arabidopsis_thaliana	AGL42	AT5G62165
Arabidopsis_thaliana	AGL31	AT5G65050
Arabidopsis_thaliana	AGL31	AT5G65050
Arabidopsis_thaliana	AGL31	AT5G65050
Arabidopsis_thaliana	AGL70	AT5G65060
Arabidopsis_thaliana	AGL70	AT5G65060
Arabidopsis_thaliana	AGL69	AT5G65070
Arabidopsis_thaliana	AGL69	AT5G65070
Arabidopsis_thaliana	AGL69	AT5G65070
Arabidopsis_thaliana	AGL68	AT5G65080
Arabidopsis_thaliana	AGL68	AT5G65080
Arabidopsis_thaliana	AGL28	AT1G01530
Arabidopsis_thaliana	AGL100	AT1G17310
Arabidopsis_thaliana	AGL65	AT1G18750
Arabidopsis_thaliana	AGL87	AT1G22590
Arabidopsis_thaliana	AGL58	AT1G28450
Arabidopsis_thaliana	AGL59	AT1G28460
Arabidopsis_thaliana	AGL64	AT1G29962
Arabidopsis_thaliana	AGL86	AT1G31630
Arabidopsis_thaliana	AGL92	AT1G31640
Arabidopsis_thaliana	AGL97	AT1G46408
Arabidopsis_thaliana	AGL102	AT1G47760
Arabidopsis_thaliana	AGL74	AT1G48150
Arabidopsis_thaliana	AGL85	AT1G54760
Arabidopsis_thaliana	AGL50	AT1G59810
Arabidopsis_thaliana	AGL49	AT1G60040
Arabidopsis_thaliana	AGL56	AT1G60880
Arabidopsis_thaliana	AGL55	AT1G60920
Arabidopsis_thaliana	AGL38	AT1G65300
Arabidopsis_thaliana	AGL37	AT1G65330
Arabidopsis_thaliana	AGL23	AT1G65360
Arabidopsis_thaliana	AGL94	AT1G69540
Arabidopsis_thaliana	AGL60	AT1G72350
Arabidopsis_thaliana	AGL30	AT2G03060
Arabidopsis_thaliana	AGL30	AT2G03060
Arabidopsis_thaliana	AGL61	AT2G24840
Arabidopsis_thaliana	AGL33	AT2G26320
Arabidopsis_thaliana	AGL46	AT2G28700
Arabidopsis_thaliana	AGL29	AT2G34440
Arabidopsis_thaliana	AGL48	AT2G40210
Arabidopsis_thaliana	AGL57	AT3G04100
Arabidopsis_thaliana	AGL45	AT3G05860
Arabidopsis_thaliana	AGL45	AT3G05860
Arabidopsis_thaliana	AGL45	AT3G05860
Arabidopsis_thaliana	AGL103	AT3G18650
Arabidopsis_thaliana	AGL91	AT3G66656
Arabidopsis_thaliana	AGL51	AT4G02235
Arabidopsis_thaliana	AGL52	AT4G11250
Arabidopsis_thaliana	AGL40	AT4G36590
Arabidopsis_thaliana	AGL99	AT5G04640
Arabidopsis_thaliana	AGL96	AT5G06500
Arabidopsis_thaliana	AGL34	AT5G26580
Arabidopsis_thaliana	AGL35	AT5G26630
Arabidopsis_thaliana	AGL36	AT5G26650
Arabidopsis_thaliana	AGL26	AT5G26880
Arabidopsis_thaliana	AGL93	AT5G26950
Arabidopsis_thaliana	AGL101	AT5G27050
Arabidopsis_thaliana	AGL53	AT5G27070
Arabidopsis_thaliana	AGL54	AT5G27090
Arabidopsis_thaliana	AGL54	AT5G27090
Arabidopsis_thaliana	AGL39	AT5G27130
Arabidopsis_thaliana	AGL89	AT5G27580
Arabidopsis_thaliana	AGL90	AT5G27960
Arabidopsis_thaliana	AGL105	AT5G37415
Arabidopsis_thaliana	AGL73	AT5G38620
Arabidopsis_thaliana	AGL77	AT5G38740
Arabidopsis_thaliana	AGL81	AT5G39750
Arabidopsis_thaliana	AGL98	AT5G39810
Arabidopsis_thaliana	AGL76	AT5G40120
Arabidopsis_thaliana	AGL43	AT5G40220
Arabidopsis_thaliana	AGL75	AT5G41200
Arabidopsis_thaliana	AGL80	AT5G48670
Arabidopsis_thaliana	AGL84	AT5G49420
Arabidopsis_thaliana	AGL83	AT5G49490
Arabidopsis_thaliana	AGL47	AT5G55690
Arabidopsis_thaliana	AGL82	AT5G58890
Arabidopsis_thaliana	AGL62	AT5G60440
Arabidopsis_thaliana	AGL78	AT5G65330
Arabidopsis_thaliana	AtGRF6	AT2G06200
Arabidopsis_thaliana	AtGRF1	AT2G22840
Arabidopsis_thaliana	AtGRF3	AT2G36400
Arabidopsis_thaliana	AtGRF9	AT2G45480
Arabidopsis_thaliana	AtGRF5	AT3G13960
Arabidopsis_thaliana	AtGRF4	AT3G52910
Arabidopsis_thaliana	AtGRF8	AT4G24150
Arabidopsis_thaliana	AtGRF2	AT4G37740
Arabidopsis_thaliana	AtGRF7	AT5G53660
Arabidopsis_thaliana	HB-1	AT1G28420
Arabidopsis_thaliana	DTF2	AT3G18380
Arabidopsis_thaliana	DTF2	AT3G18380
Arabidopsis_thaliana	DTF2	AT3G18380
Arabidopsis_thaliana	LD	AT4G02560
Arabidopsis_thaliana	LD	AT4G02560
Arabidopsis_thaliana	OCP3	AT5G11270
Arabidopsis_thaliana	RLT2	AT5G44180
Arabidopsis_thaliana	RLT2	AT5G44180
Arabidopsis_thaliana	PRS	AT2G28610
Arabidopsis_thaliana	WOX1	AT3G18010
Arabidopsis_thaliana	WOX4	AT1G46480
Arabidopsis_thaliana	WOX2	AT5G59340
Arabidopsis_thaliana	WOX5	AT3G11260
Arabidopsis_thaliana	HOS9	AT2G01500
Arabidopsis_thaliana	WOX5A	AT5G05770
Arabidopsis_thaliana	HB-3	AT2G33880
Arabidopsis_thaliana	PGA6	AT2G17950
Arabidopsis_thaliana	STPL	AT5G45980
Arabidopsis_thaliana	WOX11	AT3G03660
Arabidopsis_thaliana	WOX11	AT3G03660
Arabidopsis_thaliana	WOX10	AT1G20710
Arabidopsis_thaliana	WOX12	AT5G17810
Arabidopsis_thaliana	WOX12	AT5G17810
Arabidopsis_thaliana	ATWOX13	AT4G35550
Arabidopsis_thaliana	ATWOX14	AT1G20700
Arabidopsis_thaliana	BLH6	AT4G34610
Arabidopsis_thaliana	BLH6	AT4G34610
Arabidopsis_thaliana	BLH7	AT2G16400
Arabidopsis_thaliana	BLH3	AT1G75410
Arabidopsis_thaliana	BLH3	AT1G75410
Arabidopsis_thaliana	BLH4	AT2G23760
Arabidopsis_thaliana	BLH4	AT2G23760
Arabidopsis_thaliana	BLH4	AT2G23760
Arabidopsis_thaliana	BLH1	AT2G35940
Arabidopsis_thaliana	BLH1	AT2G35940
Arabidopsis_thaliana	BLH1	AT2G35940
Arabidopsis_thaliana	BLH2	AT4G36870
Arabidopsis_thaliana	BLH2	AT4G36870
Arabidopsis_thaliana	BEL10	AT1G19700
Arabidopsis_thaliana	BEL10	AT1G19700
Arabidopsis_thaliana	BEL10	AT1G19700
Arabidopsis_thaliana	BLH5	AT2G27220
Arabidopsis_thaliana	BLH9	AT5G02030
Arabidopsis_thaliana	BLH11	AT1G75430
Arabidopsis_thaliana	BEL1	AT5G41410
Arabidopsis_thaliana	BLH8	AT2G27990
Arabidopsis_thaliana	BLH5	AT2G27220
Arabidopsis_thaliana	ATH1	AT4G32980
Arabidopsis_thaliana	AT3G01472.1	AT3G01470
Arabidopsis_thaliana	ATHB13	AT1G69780
Arabidopsis_thaliana	ATHB-5	AT5G65310
Arabidopsis_thaliana	ATHB-5	AT5G65310
Arabidopsis_thaliana	ATHB6	AT2G22430
Arabidopsis_thaliana	ATHB-16	AT4G40060
Arabidopsis_thaliana	ATHB-3	AT5G15150
Arabidopsis_thaliana	HAT14	AT5G06710
Arabidopsis_thaliana	ATHB-7	AT2G46680
Arabidopsis_thaliana	ATHB-2	AT4G16780
Arabidopsis_thaliana	ATHB40	AT4G36740
Arabidopsis_thaliana	ATHB-4	AT2G44910
Arabidopsis_thaliana	HAT1	AT4G17460
Arabidopsis_thaliana	HAT3	AT3G60390
Arabidopsis_thaliana	ATHB20	AT3G01220
Arabidopsis_thaliana	ATHB21	AT2G18550
Arabidopsis_thaliana	ATHB-7	AT2G46680
Arabidopsis_thaliana	ABIG1	AT4G37790
Arabidopsis_thaliana	AtHB23	AT1G26960
Arabidopsis_thaliana	HAT9	AT2G22800
Arabidopsis_thaliana	HAT2	AT5G47370
Arabidopsis_thaliana	ATHB53	AT5G66700
Arabidopsis_thaliana	ATHB-12	AT3G61890
Arabidopsis_thaliana	ATHB-17	AT2G01430
Arabidopsis_thaliana	ATHB51	AT5G03790
Arabidopsis_thaliana	ATHB54	AT1G27045
Arabidopsis_thaliana	ATHB18	AT1G70920
Arabidopsis_thaliana	ATHB22	AT2G36610
Arabidopsis_thaliana	ATHB52	AT5G53980
Arabidopsis_thaliana	BUM	AT1G62360
Arabidopsis_thaliana	BP	AT4G08150
Arabidopsis_thaliana	ATK1	AT1G70510
Arabidopsis_thaliana	KNAT6	AT1G23380
Arabidopsis_thaliana	KNAT6	AT1G23380
Arabidopsis_thaliana	KNAT4	AT5G11060
Arabidopsis_thaliana	KNAT3	AT5G25220
Arabidopsis_thaliana	KNAT3	AT5G25220
Arabidopsis_thaliana	KNAT5	AT4G32040
Arabidopsis_thaliana	IRX11	AT1G62990
Arabidopsis_thaliana	GL2	AT1G79840
Arabidopsis_thaliana	GL2	AT1G79840
Arabidopsis_thaliana	HDG2	AT1G05230
Arabidopsis_thaliana	HDG2	AT1G05230
Arabidopsis_thaliana	HDG2	AT1G05230
Arabidopsis_thaliana	HDG2	AT1G05230
Arabidopsis_thaliana	AHDP	AT4G00730
Arabidopsis_thaliana	AHDP	AT4G00730
Arabidopsis_thaliana	ATML1	AT4G21750
Arabidopsis_thaliana	ATML1	AT4G21750
Arabidopsis_thaliana	PDF2	AT4G04890
Arabidopsis_thaliana	FWA	AT4G25530
Arabidopsis_thaliana	ATHB-8	AT4G32880
Arabidopsis_thaliana	ATHB-14	AT2G34710
Arabidopsis_thaliana	HD-GL2-1	AT3G61150
Arabidopsis_thaliana	ATHB9	AT1G30490
Arabidopsis_thaliana	ATHB-15	AT1G52150
Arabidopsis_thaliana	ATHB-15	AT1G52150
Arabidopsis_thaliana	ATHB-15	AT1G52150
Arabidopsis_thaliana	AtEDT1	AT1G73360
Arabidopsis_thaliana	HDG3	AT2G32370
Arabidopsis_thaliana	HDG7	AT5G52170
Arabidopsis_thaliana	AVB1	AT5G60690
Arabidopsis_thaliana	HDG12	AT1G17920
Arabidopsis_thaliana	HB-7	AT5G46880
Arabidopsis_thaliana	HDG4	AT4G17710
Arabidopsis_thaliana	HDG8	AT3G03260
Arabidopsis_thaliana	HDG10	AT1G34650
Arabidopsis_thaliana	HDG9	AT5G17320
Arabidopsis_thaliana	PRHA	AT4G29940
Arabidopsis_thaliana	PRHA	AT4G29940
Arabidopsis_thaliana	HAT3.1	AT3G19510
Arabidopsis_thaliana	AtC3H2	AT1G03790
